"Kod";"Nazwa";"zameldowania ogółem;ogółem;2008;[osoba]";"zameldowania z miast;ogółem;2008;[osoba]";"zameldowania ze wsi;ogółem;2008;[osoba]";"wymeldowania ogółem;ogółem;2008;[osoba]";"wymeldowania do miast;ogółem;2008;[osoba]";"wymeldowania na wieś;ogółem;2008;[osoba]";"wymeldowania za granicę;ogółem;2008;[osoba]";"saldo migracji;ogółem;2008;[osoba]";"saldo migracji na 1000 ludności;ogółem;2008;[osoba]";
1430012;"Chlewiska (2)";30;17;13;58;42;16;0;-28;-4,6;
1430022;"Jastrząb (2)";54;26;28;29;22;7;0;25;4,8;
1430032;"Mirów (2)";20;5;15;29;8;21;0;-9;-2,4;
1430042;"Orońsko (2)";98;48;49;45;23;22;0;53;9,2;
1430053;"Szydłowiec (3)";133;65;58;207;118;82;7;-74;-3,9;
1430054;"Szydłowiec - miasto (4)";78;22;47;145;84;54;7;-67;-5,6;
1430055;"Szydłowiec - obszar wiejski (5)";55;43;11;62;34;28;0;-7;-1,0;
1432000;"Powiat warszawski zachodni";2345;1830;493;1307;821;472;14;1038;10,0;
1432013;"Błonie (3)";398;233;157;261;149;107;5;137;6,8;
1432014;"Błonie - miasto (4)";197;99;94;162;88;71;3;35;2,8;
1432015;"Błonie - obszar wiejski (5)";201;134;63;99;61;36;2;102;13,1;
1432022;"Izabelin (2)";188;156;31;116;79;34;3;72;7,0;
1432032;"Kampinos (2)";52;39;13;42;23;19;0;10;2,5;
1432042;"Leszno (2)";178;124;54;100;60;35;5;78;8,6;
1432053;"Łomianki (3)";699;613;79;360;226;133;1;339;14,7;
1432054;"Łomianki - miasto (4)";384;338;41;282;173;108;1;102;6,2;
1432055;"Łomianki - obszar wiejski (5)";315;275;38;78;53;25;0;237;35,6;
1432063;"Ożarów Mazowiecki (3)";329;219;109;274;172;102;0;55;2,6;
1432064;"Ożarów Mazowiecki - miasto (4)";174;106;68;126;67;59;0;48;5,7;
1432065;"Ożarów Mazowiecki - obszar wiejski (5)";155;113;41;148;105;43;0;7;0,6;
1432072;"Stare Babice (2)";501;446;50;154;112;42;0;347;21,3;
1433000;"Powiat węgrowski";477;217;248;645;395;241;9;-168;-2,5;
1433011;"Węgrów (1)";89;27;58;115;82;32;1;-26;-2,1;
1433022;"Grębków (2)";17;6;11;47;22;25;0;-30;-6,6;
1433032;"Korytnica (2)";28;14;13;91;58;33;0;-63;-9,5;
1433042;"Liw (2)";48;27;21;76;46;28;2;-28;-3,7;
1433053;"Łochów (3)";188;95;88;167;93;69;5;21;1,2;
1433054;"Łochów - miasto (4)";77;19;57;87;29;56;2;-10;-1,5;
1433055;"Łochów - obszar wiejski (5)";111;76;31;80;64;13;3;31;2,8;
1433062;"Miedzna (2)";25;10;14;40;24;15;1;-15;-3,7;
1433072;"Sadowne (2)";37;14;22;49;28;21;0;-12;-2,0;
1433082;"Stoczek (2)";19;11;8;34;27;7;0;-15;-2,9;
1433092;"Wierzbno (2)";26;13;13;26;15;11;0;0;0,0;
1434000;"Powiat wołomiński";4673;3414;1212;2494;1676;783;35;2179;10,4;
1434011;"Kobyłka (1)";620;475;137;203;135;60;8;417;22,2;
1434021;"Marki (1)";945;749;191;363;277;82;4;582;23,4;
1434031;"Ząbki (1)";1178;899;264;471;380;85;6;707;27,2;
1434041;"Zielonka (1)";254;199;49;240;190;43;7;14;0,8;
1434052;"Dąbrówka (2)";98;56;42;45;25;20;0;53;7,5;
1434062;"Jadów (2)";65;40;24;71;31;40;0;-6;-0,8;
1434072;"Klembów (2)";128;83;45;66;33;33;0;62;6,9;
1434082;"Poświętne (2)";42;30;12;35;11;24;0;7;1,2;
1434093;"Radzymin (3)";538;383;152;165;95;70;0;373;18,4;
1434094;"Radzymin - miasto (4)";303;214;87;82;51;31;0;221;25,6;
1434095;"Radzymin - obszar wiejski (5)";235;169;65;83;44;39;0;152;13,0;
1434102;"Strachówka (2)";24;6;18;57;22;35;0;-33;-11,2;
1434113;"Tłuszcz (3)";173;98;73;132;79;53;0;41;2,2;
1434114;"Tłuszcz - miasto (4)";85;39;46;62;36;26;0;23;3,1;
1434115;"Tłuszcz - obszar wiejski (5)";88;59;27;70;43;27;0;18;1,6;
1434123;"Wołomin (3)";608;396;205;646;398;238;10;-38;-0,8;
1434124;"Wołomin - miasto (4)";413;259;148;553;333;210;10;-140;-3,8;
1434125;"Wołomin - obszar wiejski (5)";195;137;57;93;65;28;0;102;7,7;
1435000;"Powiat wyszkowski";671;337;320;752;393;339;20;-81;-1,1;
1435012;"Brańszczyk (2)";53;32;20;80;47;30;3;-27;-3,2;
1435022;"Długosiodło (2)";50;29;20;64;46;18;0;-14;-1,8;
1435032;"Rząśnik (2)";57;26;31;69;44;25;0;-12;-1,8;
1435042;"Somianka (2)";55;25;30;60;26;34;0;-5;-0,9;
1435053;"Wyszków (3)";403;197;194;407;181;209;17;-4;-0,1;
1435054;"Wyszków - miasto (4)";229;66;152;330;129;184;17;-101;-3,7;
1435055;"Wyszków - obszar wiejski (5)";174;131;42;77;52;25;0;97;8,6;
1435062;"Zabrodzie (2)";53;28;25;72;49;23;0;-19;-3,4;
1436000;"Powiat zwoleński";285;117;165;349;174;171;4;-64;-1,7;
1436012;"Kazanów (2)";27;13;14;43;18;25;0;-16;-3,4;
1436022;"Policzna (2)";48;20;27;70;36;34;0;-22;-3,7;
1436032;"Przyłęk (2)";43;23;19;54;24;30;0;-11;-1,7;
1436042;"Tczów (2)";32;17;15;51;22;29;0;-19;-3,9;
1436053;"Zwoleń (3)";135;44;90;131;74;53;4;4;0,3;
1436054;"Zwoleń - miasto (4)";63;13;49;68;37;28;3;-5;-0,6;
1436055;"Zwoleń - obszar wiejski (5)";72;31;41;63;37;25;1;9;1,3;
1437000;"Powiat żuromiński";327;107;214;498;290;196;12;-171;-4,3;
1437013;"Bieżuń (3)";49;20;28;69;35;34;0;-20;-3,8;
1437014;"Bieżuń - miasto (4)";25;8;16;30;18;12;0;-5;-2,6;
1437015;"Bieżuń - obszar wiejski (5)";24;12;12;39;17;22;0;-15;-4,5;
1437022;"Kuczbork-Osada (2)";42;14;26;84;48;36;0;-42;-8,4;
1437032;"Lubowidz (2)";39;21;18;84;55;29;0;-45;-6,2;
1437042;"Lutocin (2)";32;9;23;37;25;12;0;-5;-1,1;
1437052;"Siemiątkowo (2)";21;2;19;38;23;14;1;-17;-4,8;
1437063;"Żuromin (3)";144;41;100;186;104;71;11;-42;-2,9;
1437064;"Żuromin - miasto (4)";93;25;66;126;66;49;11;-33;-3,8;
1437065;"Żuromin - obszar wiejski (5)";51;16;34;60;38;22;0;-9;-1,6;
1438000;"Powiat żyrardowski";1101;670;419;948;487;449;12;153;2,0;
1438011;"Żyrardów (1)";530;283;240;558;231;319;8;-28;-0,7;
1438023;"Mszczonów (3)";162;77;82;135;77;58;0;27;2,4;
1438024;"Mszczonów - miasto (4)";87;34;52;66;24;42;0;21;3,4;
1438025;"Mszczonów - obszar wiejski (5)";75;43;30;69;53;16;0;6;1,2;
1438032;"Puszcza Mariańska (2)";122;83;38;105;70;35;0;17;2,0;
1438042;"Radziejowice (2)";143;113;29;30;24;6;0;113;23,6;
1438052;"Wiskitki (2)";144;114;30;120;85;31;4;24;2,6;
1461000;"Powiat m. Ostrołęka";498;151;334;875;277;558;40;-377;-7,0;
1461011;"Ostrołęka (1)";498;151;334;875;277;558;40;-377;-7,0;
1462000;"Powiat m. Płock";980;337;613;1479;423;1016;40;-499;-3,9;
1462011;"Płock (1)";980;337;613;1479;423;1016;40;-499;-3,9;
1463000;"Powiat m. Radom";1087;483;580;2025;825;1166;34;-938;-4,2;
1463011;"Radom (1)";1087;483;580;2025;825;1166;34;-938;-4,2;
1464000;"Powiat m. Siedlce";775;227;503;871;328;516;27;-96;-1,2;
1464011;"Siedlce (1)";775;227;503;871;328;516;27;-96;-1,2;
1600000;"OPOLSKIE";11076;5684;4503;14411;5112;5514;3785;-3335;-3,2;
1601000;"Powiat brzeski";1187;639;477;1257;544;629;84;-70;-0,8;
1601011;"Brzeg (1)";339;123;190;526;162;308;56;-187;-5,0;
1601022;"Skarbimierz (2)";178;122;51;118;72;42;4;60;8,2;
1601033;"Grodków (3)";239;104;116;262;116;139;7;-23;-1,2;
1601034;"Grodków - miasto (4)";111;28;69;122;45;74;3;-11;-1,3;
1601035;"Grodków - obszar wiejski (5)";128;76;47;140;71;65;4;-12;-1,1;
1601043;"Lewin Brzeski (3)";195;110;67;201;102;85;14;-6;-0,4;
1601044;"Lewin Brzeski - miasto (4)";74;33;30;97;33;56;8;-23;-4,0;
1601045;"Lewin Brzeski - obszar wiejski (5)";121;77;37;104;69;29;6;17;2,2;
1601052;"Lubsza (2)";182;145;37;95;64;29;2;87;10,0;
1601062;"Olszanka (2)";54;35;16;55;28;26;1;-1;-0,2;
1602000;"Powiat głubczycki";620;274;318;749;357;298;94;-129;-2,6;
1602013;"Baborów (3)";90;45;43;107;51;36;20;-17;-2,6;
1602014;"Baborów - miasto (4)";39;15;22;57;20;24;13;-18;-5,8;
1602015;"Baborów - obszar wiejski (5)";51;30;21;50;31;12;7;1;0,3;
1602022;"Branice (2)";76;51;19;145;45;86;14;-69;-9,2;
1602033;"Głubczyce (3)";355;136;200;369;189;124;56;-14;-0,6;
1602034;"Głubczyce - miasto (4)";187;44;128;184;71;66;47;3;0,2;
1602035;"Głubczyce - obszar wiejski (5)";168;92;72;185;118;58;9;-17;-1,6;
1602043;"Kietrz (3)";99;42;56;128;72;52;4;-29;-2,5;
1602044;"Kietrz - miasto (4)";43;16;27;60;26;33;1;-17;-2,7;
1602045;"Kietrz - obszar wiejski (5)";56;26;29;68;46;19;3;-12;-2,2;
1603000;"Powiat kędzierzyńsko-kozielski";791;421;281;1181;394;362;425;-390;-3,9;
1603011;"Kędzierzyn-Koźle (1)";392;171;175;631;236;268;127;-239;-3,7;
1603022;"Bierawa (2)";110;80;16;122;52;17;53;-12;-1,5;
1603032;"Cisek (2)";71;47;19;65;18;13;34;6;0,9;
1603042;"Pawłowiczki (2)";82;39;37;125;40;23;62;-43;-5,2;
1603052;"Polska Cerekiew (2)";44;21;16;107;14;19;74;-63;-13,8;
1603062;"Reńska Wieś (2)";92;63;18;131;34;22;75;-39;-4,6;
1604000;"Powiat kluczborski";712;329;316;1119;407;355;357;-407;-5,9;
1604013;"Byczyna (3)";88;26;52;117;74;41;2;-29;-3,0;
1604014;"Byczyna - miasto (4)";53;10;39;38;24;14;0;15;4,1;
1604015;"Byczyna - obszar wiejski (5)";35;16;13;79;50;27;2;-44;-7,3;
1604023;"Kluczbork (3)";400;203;158;712;216;192;304;-312;-8,2;
1604024;"Kluczbork - miasto (4)";235;95;119;416;122;143;151;-181;-7,1;
1604025;"Kluczbork - obszar wiejski (5)";165;108;39;296;94;49;153;-131;-10,4;
1604032;"Lasowice Wielkie (2)";68;23;36;80;22;30;28;-12;-1,7;
1604043;"Wołczyn (3)";156;77;70;210;95;92;23;-54;-3,8;
1604044;"Wołczyn - miasto (4)";70;23;45;98;35;51;12;-28;-4,6;
1604045;"Wołczyn - obszar wiejski (5)";86;54;25;112;60;41;11;-26;-3,2;
1605000;"Powiat krapkowicki";648;303;262;992;288;281;423;-344;-5,1;
1605013;"Gogolin (3)";174;99;60;175;60;53;62;-1;-0,1;
1605014;"Gogolin - miasto (4)";76;40;28;88;23;29;36;-12;-2,0;
1605015;"Gogolin - obszar wiejski (5)";98;59;32;87;37;24;26;11;1,9;
1605023;"Krapkowice (3)";199;76;91;290;100;103;87;-91;-3,8;
1605024;"Krapkowice - miasto (4)";136;48;70;215;82;78;55;-79;-4,4;
1605025;"Krapkowice - obszar wiejski (5)";63;28;21;75;18;25;32;-12;-1,9;
1605032;"Strzeleczki (2)";70;33;33;174;31;22;121;-104;-13,4;
1605042;"Walce (2)";56;21;18;87;7;13;67;-31;-5,3;
1605053;"Zdzieszowice (3)";149;74;60;266;90;90;86;-117;-6,8;
1605054;"Zdzieszowice - miasto (4)";90;39;39;217;73;70;74;-127;-9,7;
1605055;"Zdzieszowice - obszar wiejski (5)";59;35;21;49;17;20;12;10;2,4;
1606000;"Powiat namysłowski";500;225;255;577;234;294;49;-77;-1,8;
1606012;"Domaszowice (2)";40;19;20;69;34;34;1;-29;-7,7;
1606023;"Namysłów (3)";315;155;146;346;142;172;32;-31;-1,2;
1606024;"Namysłów - miasto (4)";155;50;94;230;75;137;18;-75;-4,6;
1606025;"Namysłów - obszar wiejski (5)";160;105;52;116;67;35;14;44;4,5;
1606032;"Pokój (2)";42;2;35;71;18;41;12;-29;-5,2;
1606042;"Świerczów (2)";51;23;28;35;9;23;3;16;4,3;
1606052;"Wilków (2)";52;26;26;56;31;24;1;-4;-0,9;
1607000;"Powiat nyski";1512;750;658;2032;931;789;312;-520;-3,6;
1607013;"Głuchołazy (3)";265;144;93;391;201;115;75;-126;-4,9;
1607014;"Głuchołazy - miasto (4)";139;49;71;213;83;81;49;-74;-5,0;
1607015;"Głuchołazy - obszar wiejski (5)";126;95;22;178;118;34;26;-52;-4,9;
1607022;"Kamiennik (2)";41;25;13;67;44;21;2;-26;-7,1;
1607033;"Korfantów (3)";116;40;68;109;35;59;15;7;0,7;
1607034;"Korfantów - miasto (4)";41;15;23;29;14;14;1;12;6,4;
1607035;"Korfantów - obszar wiejski (5)";75;25;45;80;21;45;14;-5;-0,6;
1607042;"Łambinowice (2)";92;42;44;137;54;55;28;-45;-5,5;
1607053;"Nysa (3)";639;333;262;804;321;341;142;-165;-2,8;
1607054;"Nysa - miasto (4)";398;169;196;622;216;282;124;-224;-4,8;
1607055;"Nysa - obszar wiejski (5)";241;164;66;182;105;59;18;59;4,6;
1607063;"Otmuchów (3)";128;44;74;201;116;68;17;-73;-5,2;
1607064;"Otmuchów - miasto (4)";55;11;38;91;54;28;9;-36;-6,9;
1607065;"Otmuchów - obszar wiejski (5)";73;33;36;110;62;40;8;-37;-4,1;
1607073;"Paczków (3)";128;73;52;212;105;74;33;-84;-6,2;
1607074;"Paczków - miasto (4)";65;22;40;142;55;62;25;-77;-9,5;
1607075;"Paczków - obszar wiejski (5)";63;51;12;70;50;12;8;-7;-1,3;
1607082;"Pakosławice (2)";43;24;18;39;11;28;0;4;1,0;
1607092;"Skoroszyce (2)";60;25;34;72;44;28;0;-12;-1,9;
1608000;"Powiat oleski";671;279;330;892;269;365;258;-221;-3,3;
1608013;"Dobrodzień (3)";97;47;44;157;31;59;67;-60;-5,8;
1608014;"Dobrodzień - miasto (4)";31;10;21;66;8;36;22;-35;-8,7;
1608015;"Dobrodzień - obszar wiejski (5)";66;37;23;91;23;23;45;-25;-3,9;
1608023;"Gorzów Śląski (3)";79;27;43;112;45;28;39;-33;-4,3;
1608024;"Gorzów Śląski - miasto (4)";44;9;27;52;16;15;21;-8;-3,1;
1608025;"Gorzów Śląski - obszar wiejski (5)";35;18;16;60;29;13;18;-25;-5,0;
1608033;"Olesno (3)";191;69;94;234;55;103;76;-43;-2,3;
1608034;"Olesno - miasto (4)";102;27;56;124;23;59;42;-22;-2,2;
1608035;"Olesno - obszar wiejski (5)";89;42;38;110;32;44;34;-21;-2,4;
1608043;"Praszka (3)";122;67;48;168;74;92;2;-46;-3,3;
1608044;"Praszka - miasto (4)";72;30;35;126;45;79;2;-54;-6,6;
1608045;"Praszka - obszar wiejski (5)";50;37;13;42;29;13;0;8;1,4;
1608052;"Radłów (2)";53;11;36;50;12;21;17;3;0,7;
1608062;"Rudniki (2)";81;48;32;81;39;39;3;0;0,0;
1608072;"Zębowice (2)";48;10;33;90;13;23;54;-42;-10,6;
1609000;"Powiat opolski";1857;1158;539;1843;574;602;667;14;0,1;
1609012;"Chrząstowice (2)";114;78;25;97;32;33;32;17;2,5;
1609022;"Dąbrowa (2)";148;99;41;120;38;46;36;28;2,9;
1609032;"Dobrzeń Wielki (2)";271;162;90;164;60;48;56;107;7,5;
1609042;"Komprachcice (2)";195;139;39;112;31;29;52;83;7,3;
1609052;"Łubniany (2)";183;127;39;142;30;38;74;41;4,4;
1609062;"Murów (2)";62;24;25;95;23;21;51;-33;-5,7;
1609073;"Niemodlin (3)";187;105;71;216;93;88;35;-29;-2,1;
1609074;"Niemodlin - miasto (4)";67;23;37;135;53;62;20;-68;-10,0;
1609075;"Niemodlin - obszar wiejski (5)";120;82;34;81;40;26;15;39;5,6;
1609083;"Ozimek (3)";263;172;66;340;105;126;109;-77;-3,7;
1609084;"Ozimek - miasto (4)";95;40;45;165;43;100;22;-70;-7,1;
1609085;"Ozimek - obszar wiejski (5)";168;132;21;175;62;26;87;-7;-0,6;
1609092;"Popielów (2)";59;27;30;83;20;35;28;-24;-2,8;
1609112;"Tarnów Opolski (2)";112;75;29;135;37;25;73;-23;-2,3;
1609122;"Tułowice (2)";41;23;17;82;40;38;4;-41;-7,5;
1609132;"Turawa (2)";124;68;43;149;37;40;72;-25;-2,6;
1610000;"Powiat prudnicki";622;276;279;811;302;260;249;-189;-3,2;
1610013;"Biała (3)";111;53;34;186;41;34;111;-75;-6,6;
1610014;"Biała - miasto (4)";37;22;11;52;13;13;26;-15;-5,8;
1610015;"Biała - obszar wiejski (5)";74;31;23;134;28;21;85;-60;-6,8;
1610023;"Głogówek (3)";156;41;97;156;58;61;37;0;0,0;
1610024;"Głogówek - miasto (4)";72;10;51;54;20;26;8;18;3,1;
1610025;"Głogówek - obszar wiejski (5)";84;31;46;102;38;35;29;-18;-2,1;
1610032;"Lubrza (2)";68;50;15;79;37;22;20;-11;-2,5;
1610043;"Prudnik (3)";287;132;133;390;166;143;81;-103;-3,5;
1610044;"Prudnik - miasto (4)";199;76;106;315;122;126;67;-116;-5,1;
1610045;"Prudnik - obszar wiejski (5)";88;56;27;75;44;17;14;13;2,0;
1611000;"Powiat strzelecki";783;407;288;1287;290;361;636;-504;-6,3;
1611012;"Izbicko (2)";62;26;22;73;16;27;30;-11;-2,0;
1611022;"Jemielnica (2)";70;45;22;65;17;23;25;5;0,7;
1611033;"Kolonowskie (3)";76;23;37;96;20;17;59;-20;-3,3;
1611034;"Kolonowskie - miasto (4)";41;10;22;48;11;13;24;-7;-2,1;
1611035;"Kolonowskie - obszar wiejski (5)";35;13;15;48;9;4;35;-13;-4,7;
1611043;"Leśnica (3)";114;76;31;238;56;33;149;-124;-14,5;
1611044;"Leśnica - miasto (4)";67;44;18;110;30;13;67;-43;-14,8;
1611045;"Leśnica - obszar wiejski (5)";47;32;13;128;26;20;82;-81;-14,3;
1611053;"Strzelce Opolskie (3)";311;173;109;498;109;187;202;-187;-5,7;
1611054;"Strzelce Opolskie - miasto (4)";147;75;57;300;78;142;80;-153;-7,7;
1611055;"Strzelce Opolskie - obszar wiejski (5)";164;98;52;198;31;45;122;-34;-2,6;
1611063;"Ujazd (3)";77;35;29;94;26;26;42;-17;-2,7;
1611064;"Ujazd - miasto (4)";24;13;8;21;4;7;10;3;1,8;
1611065;"Ujazd - obszar wiejski (5)";53;22;21;73;22;19;32;-20;-4,4;
1611073;"Zawadzkie (3)";73;29;38;223;46;48;129;-150;-12,0;
1611074;"Zawadzkie - miasto (4)";44;13;30;160;35;37;88;-116;-14,4;
1611075;"Zawadzkie - obszar wiejski (5)";29;16;8;63;11;11;41;-34;-7,6;
1661000;"Powiat m. Opole";1173;623;500;1671;522;918;231;-498;-3,9;
1661011;"Opole (1)";1173;623;500;1671;522;918;231;-498;-3,9;
1800000;"PODKARPACKIE";18746;8646;9071;21057;8959;10297;1801;-2311;-1,1;
1801000;"Powiat bieszczadzki";216;102;101;296;134;138;24;-80;-3,6;
1801032;"Czarna (2)";14;7;6;34;12;22;0;-20;-8,5;
1801052;"Lutowiska (2)";25;12;13;35;14;21;0;-10;-4,6;
1801083;"Ustrzyki Dolne (3)";177;83;82;227;108;95;24;-50;-2,9;
1801084;"Ustrzyki Dolne - miasto (4)";79;24;48;149;59;72;18;-70;-7,5;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";98;59;34;78;49;23;6;20;2,5;
1802000;"Powiat brzozowski";462;158;277;576;216;301;59;-114;-1,8;
1802013;"Brzozów (3)";234;84;129;260;90;128;42;-26;-1,0;
1802014;"Brzozów - miasto (4)";84;19;55;94;42;43;9;-10;-1,3;
1802015;"Brzozów - obszar wiejski (5)";150;65;74;166;48;85;33;-16;-0,9;
1802022;"Domaradz (2)";26;8;18;44;21;23;0;-18;-3,0;
1802032;"Dydnia (2)";29;12;17;71;28;42;1;-42;-5,1;
1802042;"Haczów (2)";64;21;41;78;21;49;8;-14;-1,5;
1802052;"Jasienica Rosielna (2)";50;20;30;44;22;22;0;6;0,8;
1802062;"Nozdrzec (2)";59;13;42;79;34;37;8;-20;-2,4;
1803000;"Powiat dębicki";1221;546;543;1301;500;659;142;-80;-0,6;
1803011;"Dębica (1)";402;97;206;616;171;351;94;-214;-4,6;
1803022;"Brzostek (2)";66;26;36;97;33;61;3;-31;-2,4;
1803032;"Czarna (2)";139;68;67;75;40;31;4;64;5,1;
1803042;"Dębica (2)";250;178;62;242;124;88;30;8;0,3;
1803052;"Jodłowa (2)";31;9;21;37;13;23;1;-6;-1,1;
1803063;"Pilzno (3)";156;63;90;127;75;48;4;29;1,7;
1803064;"Pilzno - miasto (4)";76;26;49;27;17;7;3;49;10,9;
1803065;"Pilzno - obszar wiejski (5)";80;37;41;100;58;41;1;-20;-1,6;
1803072;"Żyraków (2)";177;105;61;107;44;57;6;70;5,2;
1804000;"Powiat jarosławski";942;392;523;1123;520;547;56;-181;-1,5;
1804011;"Jarosław (1)";306;102;197;416;180;202;34;-110;-2,7;
1804021;"Radymno (1)";33;13;20;63;38;25;0;-30;-5,4;
1804032;"Chłopice (2)";36;19;17;41;16;21;4;-5;-0,9;
1804042;"Jarosław (2)";132;64;65;95;54;40;1;37;2,9;
1804052;"Laszki (2)";52;23;23;61;30;29;2;-9;-1,3;
1804062;"Pawłosiów (2)";103;59;42;81;38;38;5;22;2,7;
1804072;"Pruchnik (2)";67;15;49;67;35;27;5;0;0,0;
1804082;"Radymno (2)";61;16;45;88;53;33;2;-27;-2,4;
1804092;"Rokietnica (2)";15;7;8;53;12;41;0;-38;-8,8;
1804102;"Roźwienica (2)";57;36;20;58;24;32;2;-1;-0,2;
1804112;"Wiązownica (2)";80;38;37;100;40;59;1;-20;-1,8;
1805000;"Powiat jasielski";952;392;508;1130;432;551;147;-178;-1,6;
1805011;"Jasło (1)";323;59;233;496;142;264;90;-173;-4,6;
1805022;"Brzyska (2)";35;20;15;35;13;21;1;0;0,0;
1805032;"Dębowiec (2)";86;47;37;65;37;28;0;21;2,5;
1805042;"Jasło (2)";168;107;57;159;84;62;13;9;0,6;
1805052;"Kołaczyce (2)";60;35;25;66;32;34;0;-6;-0,7;
1805062;"Krempna (2)";11;5;6;22;8;12;2;-11;-5,6;
1805072;"Nowy Żmigród (2)";76;25;44;67;19;40;8;9;1,0;
1805082;"Osiek Jasielski (2)";22;10;11;41;8;20;13;-19;-3,6;
1805092;"Skołyszyn (2)";101;51;44;101;54;35;12;0;0,0;
1805112;"Tarnowiec (2)";70;33;36;78;35;35;8;-8;-0,9;
1806000;"Powiat kolbuszowski";445;165;241;466;177;253;36;-21;-0,3;
1806012;"Cmolas (2)";54;14;32;39;10;29;0;15;1,9;
1806023;"Kolbuszowa (3)";204;84;114;209;84;114;11;-5;-0,2;
1806024;"Kolbuszowa - miasto (4)";96;24;69;111;30;77;4;-15;-1,6;
1806025;"Kolbuszowa - obszar wiejski (5)";108;60;45;98;54;37;7;10;0,7;
1806032;"Majdan Królewski (2)";44;17;20;61;28;28;5;-17;-1,8;
1806042;"Niwiska (2)";42;18;23;47;27;20;0;-5;-0,9;
1806052;"Raniżów (2)";42;21;17;35;4;18;13;7;1,0;
1806062;"Dzikowiec (2)";59;11;35;75;24;44;7;-16;-2,5;
1807000;"Powiat krośnieński";1039;506;484;1022;492;465;65;17;0,2;
1807012;"Chorkówka (2)";106;54;50;116;72;39;5;-10;-0,8;
1807023;"Dukla (3)";156;67;83;175;80;89;6;-19;-1,1;
1807024;"Dukla - miasto (4)";36;9;26;47;12;31;4;-11;-5,2;
1807025;"Dukla - obszar wiejski (5)";120;58;57;128;68;58;2;-8;-0,6;
1807033;"Iwonicz-Zdrój (3)";69;29;37;110;38;66;6;-41;-3,7;
1807034;"Iwonicz-Zdrój - miasto (4)";16;11;2;42;15;25;2;-26;-14,2;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";53;18;35;68;23;41;4;-15;-1,6;
1807043;"Jedlicze (3)";185;97;87;143;53;80;10;42;2,8;
1807044;"Jedlicze - miasto (4)";65;28;37;47;8;35;4;18;3,2;
1807045;"Jedlicze - obszar wiejski (5)";120;69;50;96;45;45;6;24;2,5;
1807052;"Korczyna (2)";106;55;44;76;41;33;2;30;2,8;
1807062;"Krościenko Wyżne (2)";66;34;29;38;25;13;0;28;5,3;
1807072;"Miejsce Piastowe (2)";151;74;63;143;81;42;20;8;0,6;
1807083;"Rymanów (3)";115;50;53;134;54;64;16;-19;-1,2;
1807084;"Rymanów - miasto (4)";37;8;24;37;15;21;1;0;0,0;
1807085;"Rymanów - obszar wiejski (5)";78;42;29;97;39;43;15;-19;-1,6;
1807092;"Wojaszówka (2)";85;46;38;87;48;39;0;-2;-0,2;
1808000;"Powiat leżajski";498;214;250;653;280;341;32;-155;-2,2;
1808011;"Leżajsk (1)";122;39;67;172;87;73;12;-50;-3,5;
1808022;"Grodzisko Dolne (2)";43;23;18;65;13;44;8;-22;-2,7;
1808032;"Kuryłówka (2)";36;19;17;62;27;32;3;-26;-4,6;
1808042;"Leżajsk (2)";138;55;74;116;61;46;9;22;1,1;
1808053;"Nowa Sarzyna (3)";159;78;74;238;92;146;0;-79;-3,7;
1808054;"Nowa Sarzyna - miasto (4)";41;8;31;121;41;80;0;-80;-12,9;
1808055;"Nowa Sarzyna - obszar wiejski (5)";118;70;43;117;51;66;0;1;0,1;
1809000;"Powiat lubaczowski";454;189;249;702;389;268;45;-248;-4,4;
1809011;"Lubaczów (1)";136;37;92;175;84;81;10;-39;-3,1;
1809023;"Cieszanów (3)";71;31;39;108;72;36;0;-37;-5,1;
1809024;"Cieszanów - miasto (4)";19;0;18;22;11;11;0;-3;-1,6;
1809025;"Cieszanów - obszar wiejski (5)";52;31;21;86;61;25;0;-34;-6,4;
1809032;"Horyniec-Zdrój (2)";31;20;9;56;37;18;1;-25;-5,1;
1809042;"Lubaczów (2)";80;53;25;101;52;22;27;-21;-2,3;
1809053;"Narol (3)";74;25;48;108;65;39;4;-34;-4,1;
1809054;"Narol - miasto (4)";17;1;15;39;21;17;1;-22;-10,4;
1809055;"Narol - obszar wiejski (5)";57;24;33;69;44;22;3;-12;-1,9;
1809063;"Oleszyce (3)";36;15;18;82;45;35;2;-46;-7,1;
1809064;"Oleszyce - miasto (4)";18;3;13;40;25;13;2;-22;-7,1;
1809065;"Oleszyce - obszar wiejski (5)";18;12;5;42;20;22;0;-24;-7,1;
1809072;"Stary Dzików (2)";15;4;11;43;25;18;0;-28;-6,2;
1809082;"Wielkie Oczy (2)";11;4;7;29;9;19;1;-18;-4,7;
1810000;"Powiat łańcucki";657;268;373;610;230;358;22;47;0,6;
1810011;"Łańcut (1)";142;56;79;218;74;135;9;-76;-4,2;
1810022;"Białobrzegi (2)";79;32;46;42;13;28;1;37;4,5;
1810032;"Czarna (2)";104;40;64;62;30;30;2;42;3,9;
1810042;"Łańcut (2)";185;96;89;141;65;69;7;44;2,2;
1810052;"Markowa (2)";40;12;27;43;12;29;2;-3;-0,5;
1810062;"Rakszawa (2)";47;20;21;60;17;42;1;-13;-1,8;
1810072;"Żołynia (2)";60;12;47;44;19;25;0;16;2,4;
