"Kod";"Nazwa";"zameldowania ogółem;ogółem;2023;[osoba]";"zameldowania z miast;ogółem;2023;[osoba]";"zameldowania ze wsi;ogółem;2023;[osoba]";"wymeldowania ogółem;ogółem;2023;[osoba]";"wymeldowania do miast;ogółem;2023;[osoba]";"wymeldowania na wieś;ogółem;2023;[osoba]";"saldo migracji;ogółem;2023;[osoba]";"saldo migracji na 1000 ludności;ogółem;2023;[osoba]";
2604000;"Powiat kielecki";2488;1574;858;2139;1128;973;349;1,6;
2604012;"Bieliny (2)";67;30;35;99;48;50;-32;-3,2;
2604023;"Bodzentyn (3)";76;37;32;113;61;52;-37;-3,4;
2604024;"Bodzentyn - miasto (4)";7;6;1;20;13;7;-13;-6,2;
2604025;"Bodzentyn - obszar wiejski (5)";69;31;31;93;48;45;-24;-2,7;
2604033;"Chęciny (3)";142;92;46;151;83;67;-9;-0,6;
2604034;"Chęciny - miasto (4)";32;20;12;39;15;24;-7;-1,6;
2604035;"Chęciny - obszar wiejski (5)";110;72;34;112;68;43;-2;-0,2;
2604043;"Chmielnik (3)";105;60;43;137;59;75;-32;-3,0;
2604044;"Chmielnik - miasto (4)";23;5;18;68;19;48;-45;-13,0;
2604045;"Chmielnik - obszar wiejski (5)";82;55;25;69;40;27;13;1,8;
2604062;"Górno (2)";192;105;86;131;70;60;61;4,0;
2604092;"Masłów (2)";184;136;42;130;80;47;54;4,5;
2604102;"Miedziana Góra (2)";209;156;50;116;60;56;93;7,4;
2604112;"Mniów (2)";61;24;37;101;49;52;-40;-4,4;
2604162;"Raków (2)";41;25;16;58;34;23;-17;-3,2;
2604172;"Nowiny (2)";185;134;51;76;44;32;109;13,5;
2604182;"Strawczyn (2)";165;65;98;66;33;32;99;8,9;
2604192;"Zagnańsk (2)";104;67;32;148;76;61;-44;-3,6;
2605000;"Powiat konecki";625;326;282;819;425;389;-194;-2,6;
2605012;"Fałków (2)";24;15;9;39;22;15;-15;-3,8;
2605022;"Gowarczów (2)";48;28;20;54;35;19;-6;-1,4;
2605033;"Końskie (3)";273;139;131;389;182;207;-116;-3,6;
2605034;"Końskie - miasto (4)";126;38;88;243;78;165;-117;-6,7;
2605035;"Końskie - obszar wiejski (5)";147;101;43;146;104;42;1;0,1;
2605052;"Ruda Maleniecka (2)";25;21;4;25;20;5;0;0,0;
2605062;"Słupia Konecka (2)";29;12;17;28;14;14;1;0,3;
2605072;"Smyków (2)";29;12;15;31;18;13;-2;-0,5;
2605083;"Stąporków (3)";140;69;59;172;96;75;-32;-2,1;
2605084;"Stąporków - miasto (4)";40;10;27;71;28;43;-31;-6,0;
2605085;"Stąporków - obszar wiejski (5)";100;59;32;101;68;32;-1;-0,1;
2606000;"Powiat opatowski";402;163;234;578;323;254;-176;-3,6;
2606012;"Baćkowice (2)";24;6;18;56;33;23;-32;-7,0;
2606032;"Lipnik (2)";31;10;20;51;26;25;-20;-4,1;
2606043;"Opatów (3)";126;55;71;134;81;53;-8;-0,7;
2606044;"Opatów - miasto (4)";63;14;49;62;26;36;1;0,2;
2606045;"Opatów - obszar wiejski (5)";63;41;22;72;55;17;-9;-1,8;
2606053;"Ożarów (3)";101;49;50;128;61;66;-27;-2,7;
2606054;"Ożarów - miasto (4)";24;8;16;64;27;37;-40;-9,5;
2606055;"Ożarów - obszar wiejski (5)";77;41;34;64;34;29;13;2,2;
2606062;"Sadowie (2)";33;16;16;40;23;17;-7;-1,9;
2606072;"Tarłów (2)";25;9;16;56;36;20;-31;-6,7;
2606082;"Wojciechowice (2)";34;8;26;48;26;22;-14;-3,7;
2607000;"Powiat ostrowiecki";707;370;320;1099;645;449;-392;-3,9;
2607011;"Ostrowiec Świętokrzyski (1)";350;122;216;648;340;307;-298;-4,8;
2607022;"Bałtów (2)";20;9;10;37;17;20;-17;-5,4;
2607032;"Bodzechów (2)";125;93;31;134;103;30;-9;-0,7;
2607043;"Ćmielów (3)";66;38;27;80;52;28;-14;-2,1;
2607044;"Ćmielów - miasto (4)";27;14;13;30;16;14;-3;-1,1;
2607045;"Ćmielów - obszar wiejski (5)";39;24;14;50;36;14;-11;-2,8;
2607053;"Kunów (3)";106;82;24;127;82;43;-21;-2,3;
2607054;"Kunów - miasto (4)";18;9;9;46;16;28;-28;-10,3;
2607055;"Kunów - obszar wiejski (5)";88;73;15;81;66;15;7;1,1;
2607062;"Waśniów (2)";40;26;12;73;51;21;-33;-5,2;
2608000;"Powiat pińczowski";279;166;106;333;166;167;-54;-1,5;
2608013;"Działoszyce (3)";44;33;11;41;19;22;3;0,7;
2608014;"Działoszyce - miasto (4)";3;0;3;7;3;4;-4;-4,7;
2608015;"Działoszyce - obszar wiejski (5)";41;33;8;34;16;18;7;1,9;
2608022;"Kije (2)";42;30;12;28;16;12;14;3,3;
2608032;"Michałów (2)";53;33;20;33;18;15;20;4,5;
2608043;"Pińczów (3)";101;53;45;185;96;89;-84;-4,3;
2608044;"Pińczów - miasto (4)";52;26;24;111;52;59;-59;-6,0;
2608045;"Pińczów - obszar wiejski (5)";49;27;21;74;44;30;-25;-2,6;
2608052;"Złota (2)";39;17;18;46;17;29;-7;-1,7;
2609000;"Powiat sandomierski";514;232;271;753;443;302;-239;-3,3;
2609011;"Sandomierz (1)";152;66;81;272;142;129;-120;-5,6;
2609022;"Dwikozy (2)";57;30;26;66;41;25;-9;-1,1;
2609052;"Łoniów (2)";34;12;22;64;47;17;-30;-4,2;
2609062;"Obrazów (2)";50;23;25;45;25;20;5;0,8;
2609072;"Samborzec (2)";55;32;21;90;61;26;-35;-4,3;
2609082;"Wilczyce (2)";22;9;13;32;22;10;-10;-2,9;
2609093;"Zawichost (3)";37;17;19;43;24;19;-6;-1,5;
2609094;"Zawichost - miasto (4)";19;6;13;17;9;8;2;1,2;
2609095;"Zawichost - obszar wiejski (5)";18;11;6;26;15;11;-8;-3,3;
2610000;"Powiat skarżyski";504;255;226;797;453;290;-293;-4,3;
2610011;"Skarżysko-Kamienna (1)";286;117;154;472;250;169;-186;-4,5;
2610022;"Bliżyn (2)";46;36;10;73;43;30;-27;-3,6;
2610032;"Łączna (2)";40;15;23;55;24;31;-15;-3,1;
2610042;"Skarżysko Kościelne (2)";55;38;14;71;49;22;-16;-2,9;
2610053;"Suchedniów (3)";77;49;25;126;87;38;-49;-5,3;
2610054;"Suchedniów - miasto (4)";60;33;24;93;57;35;-33;-4,4;
2610055;"Suchedniów - obszar wiejski (5)";17;16;1;33;30;3;-16;-9,4;
2611000;"Powiat starachowicki";517;264;243;710;423;286;-193;-2,3;
2611011;"Starachowice (1)";191;71;112;382;221;160;-191;-4,3;
2611022;"Brody (2)";60;41;19;93;64;29;-33;-3,2;
2611032;"Mirzec (2)";71;41;30;64;33;31;7;0,9;
2611042;"Pawłów (2)";124;59;64;107;57;50;17;1,1;
2611053;"Wąchock (3)";71;52;18;64;48;16;7;1,1;
2611054;"Wąchock - miasto (4)";32;22;9;26;16;10;6;2,4;
2611055;"Wąchock - obszar wiejski (5)";39;30;9;38;32;6;1;0,3;
2612000;"Powiat staszowski";564;250;295;797;403;385;-233;-3,4;
2612012;"Bogoria (2)";39;16;21;73;41;32;-34;-4,6;
2612022;"Łubnice (2)";38;18;19;48;22;25;-10;-2,5;
2612043;"Osiek (3)";70;30;39;83;44;33;-13;-1,8;
2612044;"Osiek - miasto (4)";31;9;22;16;11;4;15;7,7;
2612045;"Osiek - obszar wiejski (5)";39;21;17;67;33;29;-28;-5,1;
2612053;"Połaniec (3)";90;36;51;155;85;69;-65;-5,9;
2612054;"Połaniec - miasto (4)";39;6;31;110;55;54;-71;-9,5;
2612055;"Połaniec - obszar wiejski (5)";51;30;20;45;30;15;6;1,7;
2612062;"Rytwiany (2)";65;30;35;63;33;30;2;0,3;
2612073;"Staszów (3)";198;95;92;292;132;159;-94;-3,8;
2612074;"Staszów - miasto (4)";102;39;56;207;86;121;-105;-7,7;
2612075;"Staszów - obszar wiejski (5)";96;56;36;85;46;38;11;1,0;
2613000;"Powiat włoszczowski";315;168;144;440;236;191;-125;-2,9;
2613012;"Kluczewsko (2)";29;11;18;47;31;16;-18;-3,7;
2613022;"Krasocin (2)";61;34;26;96;49;38;-35;-3,5;
2613032;"Moskorzew (2)";15;7;8;27;18;9;-12;-4,7;
2613042;"Radków (2)";19;17;2;15;7;7;4;1,7;
2613052;"Secemin (2)";41;29;11;55;31;24;-14;-3,1;
2613063;"Włoszczowa (3)";150;70;79;200;100;97;-50;-2,7;
2613064;"Włoszczowa - miasto (4)";79;28;50;122;54;67;-43;-4,5;
2613065;"Włoszczowa - obszar wiejski (5)";71;42;29;78;46;30;-7;-0,8;
2661000;"Powiat m. Kielce";1449;462;910;2133;780;1331;-684;-3,7;
2661011;"Kielce (1)";1449;462;910;2133;780;1331;-684;-3,7;
2800000;"WARMIŃSKO-MAZURSKIE";15346;8330;6537;17606;9132;7938;-2260;-1,7;
2801000;"Powiat bartoszycki";616;309;300;854;511;332;-238;-4,5;
2801011;"Bartoszyce (1)";184;62;121;362;192;161;-178;-8,3;
2801021;"Górowo Iławeckie (1)";47;13;34;68;32;36;-21;-5,8;
2801032;"Bartoszyce (2)";151;106;41;174;106;68;-23;-2,3;
2801043;"Bisztynek (3)";57;24;32;86;61;24;-29;-5,1;
2801044;"Bisztynek - miasto (4)";15;3;12;32;18;14;-17;-7,8;
2801045;"Bisztynek - obszar wiejski (5)";42;21;20;54;43;10;-12;-3,4;
2801052;"Górowo Iławeckie (2)";97;60;36;83;63;20;14;2,3;
2801063;"Sępopol (3)";80;44;36;81;57;23;-1;-0,2;
2801064;"Sępopol - miasto (4)";22;12;10;18;14;3;4;2,1;
2801065;"Sępopol - obszar wiejski (5)";58;32;26;63;43;20;-5;-1,3;
2802000;"Powiat braniewski";343;164;174;584;380;199;-241;-6,4;
2802011;"Braniewo (1)";173;68;103;215;131;81;-42;-2,6;
2802022;"Braniewo (2)";49;38;11;91;66;25;-42;-7,7;
2802033;"Frombork (3)";24;10;13;65;46;17;-41;-13,1;
2802034;"Frombork - miasto (4)";13;6;6;48;35;12;-35;-16,9;
2802035;"Frombork - obszar wiejski (5)";11;4;7;17;11;5;-6;-5,6;
2802042;"Lelkowo (2)";13;5;8;54;40;14;-41;-17,1;
2802053;"Pieniężno (3)";33;14;19;83;51;32;-50;-9,0;
2802054;"Pieniężno - miasto (4)";11;6;5;39;26;13;-28;-11,5;
2802055;"Pieniężno - obszar wiejski (5)";22;8;14;44;25;19;-22;-7,0;
2802062;"Płoskinia (2)";29;20;9;36;26;10;-7;-3,0;
2802072;"Wilczęta (2)";22;9;11;40;20;20;-18;-7,0;
2803000;"Powiat działdowski";574;273;298;850;458;384;-276;-4,5;
2803011;"Działdowo (1)";147;28;119;295;144;150;-148;-7,3;
2803022;"Działdowo (2)";159;95;63;108;79;29;51;5,3;
2803032;"Iłowo-Osada (2)";40;25;15;92;62;30;-52;-7,7;
2803043;"Lidzbark (3)";125;72;53;199;95;103;-74;-5,6;
2803044;"Lidzbark - miasto (4)";35;4;31;114;40;73;-79;-10,9;
2803045;"Lidzbark - obszar wiejski (5)";90;68;22;85;55;30;5;0,8;
2803052;"Płośnica (2)";40;26;13;85;38;43;-45;-8,8;
2803062;"Rybno (2)";63;27;35;71;40;29;-8;-1,2;
2804000;"Powiat elbląski";638;370;249;785;482;233;-147;-2,7;
2804012;"Elbląg (2)";161;123;35;107;77;30;54;7,1;
2804022;"Godkowo (2)";18;10;8;29;19;10;-11;-4,0;
2804032;"Gronowo Elbląskie (2)";46;32;13;68;48;19;-22;-4,6;
2804042;"Markusy (2)";49;24;23;53;32;21;-4;-1,0;
2804052;"Milejewo (2)";55;46;9;62;38;24;-7;-2,2;
2804063;"Młynary (3)";40;21;19;62;34;27;-22;-5,2;
2804064;"Młynary - miasto (4)";16;7;9;17;8;9;-1;-0,6;
2804065;"Młynary - obszar wiejski (5)";24;14;10;45;26;18;-21;-8,3;
2804073;"Pasłęk (3)";168;62;97;283;148;74;-115;-6,3;
2804074;"Pasłęk - miasto (4)";93;22;69;167;71;50;-74;-6,3;
2804075;"Pasłęk - obszar wiejski (5)";75;40;28;116;77;24;-41;-6,2;
2804082;"Rychliki (2)";26;13;10;50;29;16;-24;-6,8;
2804093;"Tolkmicko (3)";75;39;35;71;57;12;4;0,7;
2804094;"Tolkmicko - miasto (4)";34;16;18;28;18;8;6;2,5;
2804095;"Tolkmicko - obszar wiejski (5)";41;23;17;43;39;4;-2;-0,6;
2805000;"Powiat ełcki";1031;604;387;1104;544;498;-73;-0,8;
2805011;"Ełk (1)";533;192;313;742;265;416;-209;-3,5;
2805022;"Ełk (2)";392;347;38;165;145;20;227;18,4;
2805032;"Kalinowo (2)";46;22;21;90;62;27;-44;-7,1;
2805042;"Prostki (2)";39;24;14;79;55;24;-40;-5,9;
2805052;"Stare Juchy (2)";21;19;1;28;17;11;-7;-2,1;
2806000;"Powiat giżycki";752;458;277;802;344;431;-50;-0,9;
2806011;"Giżycko (1)";280;112;157;469;148;296;-189;-6,9;
2806042;"Giżycko (2)";298;244;52;97;70;25;201;23,0;
2806052;"Kruklanki (2)";23;13;10;37;18;19;-14;-4,8;
2806062;"Miłki (2)";39;22;17;53;35;18;-14;-4,0;
2806083;"Ryn (3)";70;45;22;73;27;46;-3;-0,6;
2806084;"Ryn - miasto (4)";28;12;14;40;13;27;-12;-4,5;
2806085;"Ryn - obszar wiejski (5)";42;33;8;33;14;19;9;3,3;
2806102;"Wydminy (2)";42;22;19;73;46;27;-31;-5,3;
2807000;"Powiat iławski";913;429;464;998;580;407;-85;-0,9;
2807011;"Iława (1)";309;122;179;303;136;164;6;0,2;
2807021;"Lubawa (1)";117;27;90;96;39;57;21;2,0;
2807032;"Iława (2)";193;146;39;145;106;34;48;3,6;
2807043;"Kisielice (3)";41;12;28;88;55;31;-47;-8,5;
2807044;"Kisielice - miasto (4)";23;3;20;34;15;19;-11;-5,4;
2807045;"Kisielice - obszar wiejski (5)";18;9;8;54;40;12;-36;-10,2;
2807052;"Lubawa (2)";77;46;30;120;72;48;-43;-4,1;
2807063;"Susz (3)";127;59;66;149;111;37;-22;-1,9;
2807064;"Susz - miasto (4)";76;28;46;68;43;24;8;1,5;
2807065;"Susz - obszar wiejski (5)";51;31;20;81;68;13;-30;-4,6;
2807073;"Zalewo (3)";49;17;32;97;61;36;-48;-7,8;
2807074;"Zalewo - miasto (4)";28;9;19;33;20;13;-5;-2,5;
2807075;"Zalewo - obszar wiejski (5)";21;8;13;64;41;23;-43;-10,4;
2808000;"Powiat kętrzyński";523;252;258;862;466;331;-339;-5,9;
2808011;"Kętrzyn (1)";203;73;124;411;178;179;-208;-8,2;
2808022;"Barciany (2)";68;27;40;87;65;22;-19;-3,4;
2808032;"Kętrzyn (2)";126;92;33;107;79;28;19;2,5;
2808043;"Korsze (3)";43;20;20;110;59;40;-67;-7,6;
2808044;"Korsze - miasto (4)";10;5;4;53;27;18;-43;-10,8;
2808045;"Korsze - obszar wiejski (5)";33;15;16;57;32;22;-24;-5,0;
2808053;"Reszel (3)";64;27;35;87;61;26;-23;-3,4;
2808054;"Reszel - miasto (4)";36;15;20;53;41;12;-17;-4,2;
2808055;"Reszel - obszar wiejski (5)";28;12;15;34;20;14;-6;-2,3;
2808062;"Srokowo (2)";19;13;6;60;24;36;-41;-12,0;
2809000;"Powiat lidzbarski";437;239;182;555;291;262;-118;-3,1;
2809011;"Lidzbark Warmiński (1)";161;67;87;194;69;123;-33;-2,3;
2809022;"Kiwity (2)";28;23;4;47;32;15;-19;-6,2;
2809032;"Lidzbark Warmiński (2)";92;65;27;104;66;38;-12;-1,9;
2809042;"Lubomino (2)";37;14;17;46;31;15;-9;-2,7;
2809053;"Orneta (3)";119;70;47;164;93;71;-45;-4,1;
2809054;"Orneta - miasto (4)";76;37;37;107;50;57;-31;-3,9;
2809055;"Orneta - obszar wiejski (5)";43;33;10;57;43;14;-14;-4,8;
2810000;"Powiat mrągowski";468;262;171;618;302;266;-150;-3,1;
2810011;"Mrągowo (1)";173;73;85;294;99;148;-121;-5,8;
2810023;"Mikołajki (3)";63;28;28;95;58;36;-32;-4,3;
2810024;"Mikołajki - miasto (4)";27;7;19;50;27;22;-23;-6,8;
2810025;"Mikołajki - obszar wiejski (5)";36;21;9;45;31;14;-9;-2,3;
2810032;"Mrągowo (2)";136;111;23;90;63;25;46;5,7;
2810042;"Piecki (2)";64;37;16;91;61;30;-27;-3,8;
2810052;"Sorkwity (2)";32;13;19;48;21;27;-16;-3,6;
2811000;"Powiat nidzicki";328;159;164;444;225;212;-116;-3,8;
2811012;"Janowiec Kościelny (2)";17;9;8;39;22;17;-22;-7,5;
2811022;"Janowo (2)";29;13;15;21;12;9;8;3,2;
2811032;"Kozłowo (2)";44;15;28;87;43;44;-43;-8,0;
2811043;"Nidzica (3)";238;122;113;297;148;142;-59;-3,0;
2811044;"Nidzica - miasto (4)";103;26;75;200;85;111;-97;-7,7;
2811045;"Nidzica - obszar wiejski (5)";135;96;38;97;63;31;38;5,4;
2812000;"Powiat nowomiejski";336;143;184;447;221;224;-111;-2,6;
2812011;"Nowe Miasto Lubawskie (1)";57;9;47;123;48;75;-66;-6,5;
2812022;"Biskupiec (2)";47;18;26;109;60;49;-62;-7,2;
2812032;"Grodziczno (2)";55;26;28;67;35;32;-12;-2,0;
2812042;"Kurzętnik (2)";97;55;39;63;32;30;34;3,8;
2812052;"Nowe Miasto Lubawskie (2)";80;35;44;85;46;38;-5;-0,6;
2813000;"Powiat olecki";340;123;205;345;214;127;-5;-0,2;
2813032;"Kowale Oleckie (2)";41;13;28;55;34;21;-14;-3,1;
2813043;"Olecko (3)";234;79;144;204;127;77;30;1,4;
2813044;"Olecko - miasto (4)";169;42;116;129;72;57;40;2,5;
2813045;"Olecko - obszar wiejski (5)";65;37;28;75;55;20;-10;-1,9;
2813052;"Świętajno (2)";39;13;25;50;31;18;-11;-3,3;
2813062;"Wieliczki (2)";26;18;8;36;22;11;-10;-3,1;
2814000;"Powiat olsztyński";2669;1823;800;1704;962;703;965;7,4;
2814013;"Barczewo (3)";384;263;118;243;126;108;141;7,8;
2814014;"Barczewo - miasto (4)";117;58;58;102;37;62;15;2,0;
2814015;"Barczewo - obszar wiejski (5)";267;205;60;141;89;46;126;11,7;
2814023;"Biskupiec (3)";199;97;93;225;127;97;-26;-1,5;
2814024;"Biskupiec - miasto (4)";98;30;64;127;55;71;-29;-2,9;
2814025;"Biskupiec - obszar wiejski (5)";101;67;29;98;72;26;3;0,4;
2814033;"Dobre Miasto (3)";157;84;70;214;90;118;-57;-3,8;
2814034;"Dobre Miasto - miasto (4)";70;19;48;136;49;82;-66;-7,1;
2814035;"Dobre Miasto - obszar wiejski (5)";87;65;22;78;41;36;9;1,6;
2814042;"Dywity (2)";461;360;97;140;102;38;321;23,7;
2814052;"Gietrzwałd (2)";170;119;44;68;55;12;102;14,7;
2814063;"Jeziorany (3)";70;45;25;98;58;37;-28;-4,0;
2814064;"Jeziorany - miasto (4)";30;16;14;46;26;19;-16;-5,4;
2814065;"Jeziorany - obszar wiejski (5)";40;29;11;52;32;18;-12;-3,0;
2814072;"Jonkowo (2)";161;104;56;91;55;36;70;9,0;
2814082;"Kolno (2)";17;12;4;48;19;29;-31;-11,2;
2814093;"Olsztynek (3)";162;85;75;178;82;87;-16;-1,2;
2814094;"Olsztynek - miasto (4)";77;29;46;95;35;54;-18;-2,5;
2814095;"Olsztynek - obszar wiejski (5)";85;56;29;83;47;33;2;0,3;
2814102;"Purda (2)";163;123;32;120;74;36;43;4,8;
2814112;"Stawiguda (2)";668;513;151;228;145;83;440;29,9;
2814122;"Świątki (2)";57;18;35;51;29;22;6;1,6;
2815000;"Powiat ostródzki";1098;597;447;1333;688;565;-235;-2,4;
2815011;"Ostróda (1)";331;131;176;361;160;192;-30;-1,0;
2815022;"Dąbrówno (2)";21;6;14;53;31;20;-32;-8,3;
2815032;"Grunwald (2)";45;26;18;65;33;32;-20;-3,9;
2815042;"Łukta (2)";44;28;16;50;22;28;-6;-1,4;
2815052;"Małdyty (2)";56;31;25;74;36;37;-18;-3,1;
2815063;"Miłakowo (3)";40;24;12;79;53;23;-39;-7,8;
2815064;"Miłakowo - miasto (4)";18;13;4;29;20;8;-11;-4,6;
2815065;"Miłakowo - obszar wiejski (5)";22;11;8;50;33;15;-28;-10,9;
2815073;"Miłomłyn (3)";56;35;21;64;33;30;-8;-1,7;
2815074;"Miłomłyn - miasto (4)";31;17;14;26;10;16;5;2,1;
2815075;"Miłomłyn - obszar wiejski (5)";25;18;7;38;23;14;-13;-5,5;
2815083;"Morąg (3)";255;150;95;342;155;151;-87;-3,8;
2815084;"Morąg - miasto (4)";114;41;67;219;72;122;-105;-8,1;
2815085;"Morąg - obszar wiejski (5)";141;109;28;123;83;29;18;1,8;
2815092;"Ostróda (2)";250;166;70;245;165;52;5;0,3;
2816000;"Powiat piski";493;261;205;742;430;298;-249;-4,8;
2816013;"Biała Piska (3)";82;41;38;199;136;63;-117;-11,2;
2816014;"Biała Piska - miasto (4)";43;10;32;61;34;27;-18;-4,9;
2816015;"Biała Piska - obszar wiejski (5)";39;31;6;138;102;36;-99;-14,6;
2816023;"Orzysz (3)";90;48;38;114;70;43;-24;-2,9;
2816024;"Orzysz - miasto (4)";52;22;26;69;35;33;-17;-3,2;
2816025;"Orzysz - obszar wiejski (5)";38;26;12;45;35;10;-7;-2,3;
2816033;"Pisz (3)";258;142;98;312;165;134;-54;-2,1;
2816034;"Pisz - miasto (4)";146;55;75;207;96;103;-61;-3,4;
2816035;"Pisz - obszar wiejski (5)";112;87;23;105;69;31;7;0,8;
2816043;"Ruciane-Nida (3)";63;30;31;117;59;58;-54;-7,3;
2816044;"Ruciane-Nida - miasto (4)";35;9;24;49;17;32;-14;-3,4;
2816045;"Ruciane-Nida - obszar wiejski (5)";28;21;7;68;42;26;-40;-12,2;
2817000;"Powiat szczycieński";810;434;361;850;435;399;-40;-0,6;
2817011;"Szczytno (1)";253;77;172;324;110;203;-71;-3,2;
2817022;"Dźwierzuty (2)";37;24;12;83;45;36;-46;-7,9;
2817032;"Jedwabno (2)";43;33;10;44;28;16;-1;-0,3;
2817043;"Pasym (3)";48;25;22;44;25;18;4;0,8;
2817044;"Pasym - miasto (4)";16;7;9;21;6;14;-5;-2,1;
2817045;"Pasym - obszar wiejski (5)";32;18;13;23;19;4;9;3,4;
2817052;"Rozogi (2)";40;15;23;45;26;19;-5;-1,0;
2817062;"Szczytno (2)";255;197;55;171;122;47;84;6,2;
2817072;"Świętajno (2)";64;39;23;62;35;27;2;0,4;
2861000;"Powiat m. Elbląg";793;377;364;942;481;419;-149;-1,3;
2861011;"Elbląg (1)";793;377;364;942;481;419;-149;-1,3;
2862000;"Powiat m. Olsztyn";1700;811;818;2117;723;1375;-417;-2,5;
2862011;"Olsztyn (1)";1700;811;818;2117;723;1375;-417;-2,5;
3000000;"WIELKOPOLSKIE";42231;24283;16747;40202;15750;23780;2029;0,6;
3001000;"Powiat chodzieski";405;232;166;529;237;281;-124;-2,7;
3001011;"Chodzież (1)";99;37;60;229;74;149;-130;-7,4;
3001032;"Chodzież (2)";129;107;22;59;37;22;70;11,5;
3001043;"Margonin (3)";36;23;11;77;39;33;-41;-6,5;
3001044;"Margonin - miasto (4)";17;8;9;36;15;16;-19;-6,4;
3001045;"Margonin - obszar wiejski (5)";19;15;2;41;24;17;-22;-6,6;
3001053;"Szamocin (3)";75;37;35;84;41;43;-9;-1,3;
3001054;"Szamocin - miasto (4)";45;15;28;33;15;18;12;3,1;
3001055;"Szamocin - obszar wiejski (5)";30;22;7;51;26;25;-21;-6,5;
3002000;"Powiat czarnkowsko-trzcianecki";727;351;357;924;432;466;-197;-2,4;
3002011;"Czarnków (1)";44;10;34;154;48;105;-110;-11,0;
3002022;"Czarnków (2)";125;72;50;110;46;63;15;1,3;
3002032;"Drawsko (2)";42;22;19;41;22;17;1;0,2;
3002043;"Krzyż Wielkopolski (3)";90;33;50;116;58;52;-26;-3,1;
3002044;"Krzyż Wielkopolski - miasto (4)";55;18;35;69;31;34;-14;-2,4;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";35;15;15;47;27;18;-12;-5,1;
3002052;"Lubasz (2)";93;49;44;52;26;26;41;5,4;
3002062;"Połajewo (2)";31;18;13;61;13;46;-30;-5,0;
3002073;"Trzcianka (3)";222;117;99;244;144;87;-22;-0,9;
3002074;"Trzcianka - miasto (4)";135;49;82;139;60;66;-4;-0,2;
3002075;"Trzcianka - obszar wiejski (5)";87;68;17;105;84;21;-18;-2,6;
3002083;"Wieleń (3)";80;30;48;146;75;70;-66;-5,6;
3002084;"Wieleń - miasto (4)";46;17;28;82;43;38;-36;-6,3;
3002085;"Wieleń - obszar wiejski (5)";34;13;20;64;32;32;-30;-5,0;
3003000;"Powiat gnieźnieński";1583;978;559;1616;628;969;-33;-0,2;
3003011;"Gniezno (1)";422;193;200;778;213;552;-356;-5,6;
3003023;"Czerniejewo (3)";133;68;62;57;25;32;76;10,5;
3003024;"Czerniejewo - miasto (4)";37;20;16;26;9;17;11;4,3;
3003025;"Czerniejewo - obszar wiejski (5)";96;48;46;31;16;15;65;13,8;
3003032;"Gniezno (2)";430;347;75;102;68;30;328;22,9;
3003042;"Kiszkowo (2)";48;25;23;67;29;38;-19;-3,7;
3003053;"Kłecko (3)";69;35;34;93;45;48;-24;-3,4;
3003054;"Kłecko - miasto (4)";14;2;12;37;12;25;-23;-9,1;
3003055;"Kłecko - obszar wiejski (5)";55;33;22;56;33;23;-1;-0,2;
3003062;"Łubowo (2)";166;119;47;58;30;28;108;15,0;
3003072;"Mieleszyn (2)";27;14;12;58;29;27;-31;-8,4;
3003082;"Niechanowo (2)";43;22;18;85;33;52;-42;-7,0;
3003093;"Trzemeszno (3)";99;58;40;136;69;67;-37;-2,7;
3003094;"Trzemeszno - miasto (4)";53;24;28;77;33;44;-24;-3,3;
3003095;"Trzemeszno - obszar wiejski (5)";46;34;12;59;36;23;-13;-2,0;
3003103;"Witkowo (3)";146;97;48;182;87;95;-36;-2,8;
3003104;"Witkowo - miasto (4)";70;40;29;122;49;73;-52;-7,0;
3003105;"Witkowo - obszar wiejski (5)";76;57;19;60;38;22;16;2,9;
3004000;"Powiat gostyński";757;291;457;986;418;563;-229;-3,1;
3004013;"Borek Wielkopolski (3)";51;19;32;82;41;41;-31;-4,4;
3004014;"Borek Wielkopolski - miasto (4)";27;8;19;24;7;17;3;1,2;
3004015;"Borek Wielkopolski - obszar wiejski (5)";24;11;13;58;34;24;-34;-7,4;
3004023;"Gostyń (3)";284;117;165;369;115;254;-85;-3,1;
3004024;"Gostyń - miasto (4)";129;22;106;272;69;203;-143;-7,2;
3004025;"Gostyń - obszar wiejski (5)";155;95;59;97;46;51;58;7,3;
3004033;"Krobia (3)";168;60;105;204;92;107;-36;-2,8;
3004034;"Krobia - miasto (4)";72;7;63;56;20;36;16;3,6;
3004035;"Krobia - obszar wiejski (5)";96;53;42;148;72;71;-52;-6,4;
3004042;"Pępowo (2)";34;10;23;65;31;34;-31;-5,4;
3004052;"Piaski (2)";84;39;45;96;49;47;-12;-1,5;
3004063;"Pogorzela (3)";45;14;30;61;36;25;-16;-3,4;
3004064;"Pogorzela - miasto (4)";22;7;14;19;9;10;3;1,5;
3004065;"Pogorzela - obszar wiejski (5)";23;7;16;42;27;15;-19;-7,2;
3004073;"Poniec (3)";91;32;57;109;54;55;-18;-2,4;
3004074;"Poniec - miasto (4)";53;15;38;42;17;25;11;3,8;
3004075;"Poniec - obszar wiejski (5)";38;17;19;67;37;30;-29;-6,3;
3005000;"Powiat grodziski";533;251;270;565;194;367;-32;-0,6;
3005012;"Granowo (2)";48;20;28;52;30;22;-4;-0,8;
